FeatureCode,Commodity,FurtherCode,CropStage,StartDate,EndDate
66,071490_01,1,1,1900-04-01,1900-06-21
66,071490_01,1,3,1900-07-01,1900-12-21
63,1005,27,4,1900-06-01,1900-09-11
63,1005,27,3,1900-09-21,1900-12-21
63,1005,47,1,1900-01-01,1900-02-21
63,1005,47,3,1900-03-01,1900-04-21
63,1005,47,4,1900-11-01,1900-12-21
63,071010,1,1,1900-01-01,1900-01-21
63,071010,1,3,1900-02-01,1900-04-21
63,071010,1,4,1900-11-01,1900-12-21
63,1006,27,4,1900-03-01,1900-07-01
63,1006,27,3,1900-07-11,1900-12-21
63,1006,47,3,1900-03-01,1900-07-21
63,1006,47,4,1900-12-01,1900-02-21
63,071420,1,4,1900-06-21,1900-08-11
63,071420,1,1,1900-08-21,1900-10-01
63,071420,1,3,1900-10-11,1900-01-11
64,100300,1,3,1900-05-11,1900-06-21
64,100300,1,4,1900-10-11,1900-11-11
64,100300,1,1,1900-11-21,1900-05-01
64,071010,1,1,1900-02-21,1900-03-21
64,071010,1,3,1900-04-01,1900-06-01
64,071010,1,4,1900-12-11,1900-02-11
64,1001_00,1,1,1900-01-01,1900-05-21
64,1001_00,1,3,1900-06-01,1900-06-21
64,1001_00,1,4,1900-11-11,1900-12-21
72,1005,27,4,1900-03-01,1900-05-21
72,1005,27,1,1900-06-01,1900-06-21
72,1005,27,3,1900-07-01,1900-09-21
72,1005,47,3,1900-01-01,1900-02-21
72,1005,47,4,1900-09-01,1900-10-21
72,1005,47,1,1900-11-01,1900-12-21
72,1005,61,1,1900-02-01,1900-03-21
72,1005,61,3,1900-04-01,1900-05-21
72,1005,61,4,1900-12-01,1900-01-21
72,1006,27,1,1900-04-01,1900-04-21
72,1006,27,3,1900-05-01,1900-08-21
72,1006,27,4,1900-12-01,1900-03-21
72,1006,47,4,1900-07-01,1900-09-21
72,1006,47,1,1900-10-01,1900-11-21
72,1006,47,3,1900-12-01,1900-01-21
72,100700,27,4,1900-03-01,1900-05-21
72,100700,27,1,1900-06-01,1900-06-21
72,100700,27,3,1900-07-01,1900-08-21
72,100700,47,3,1900-01-01,1900-02-21
72,100700,47,4,1900-09-01,1900-10-21
72,100700,47,1,1900-11-01,1900-12-21
72,100700,61,1,1900-02-01,1900-03-21
72,100700,61,3,1900-04-01,1900-05-21
72,100700,61,4,1900-12-01,1900-01-21
73,100300,1,3,1900-04-01,1900-09-11
73,100300,1,4,1900-10-11,1900-03-21
73,1005,1,3,1900-06-21,1900-09-01
73,1005,1,4,1900-09-11,1900-12-11
73,1005,1,1,1900-12-21,1900-06-11
73,1006,1,1,1900-02-21,1900-04-11
73,1006,1,3,1900-04-21,1900-07-11
73,1006,1,4,1900-10-11,1900-02-11
73,1001_00,1,4,1900-01-11,1900-03-21
73,1001_00,1,1,1900-04-01,1900-04-21
73,1001_00,1,3,1900-05-01,1900-09-11
40765,100300,1,3,1900-04-11,1900-05-11
40765,100300,1,4,1900-11-11,1900-12-11
40765,100300,1,1,1900-12-21,1900-04-01
40765,1005,1,4,1900-04-21,1900-05-11
40765,1005,1,1,1900-05-21,1900-10-01
40765,1005,1,3,1900-10-11,1900-11-11
40765,100820,1,4,1900-04-11,1900-06-11
40765,100820,1,1,1900-06-21,1900-08-01
40765,100820,1,3,1900-08-11,1900-10-11
40765,1006,1,4,1900-04-21,1900-07-01
40765,1006,1,1,1900-07-11,1900-10-01
40765,1006,1,3,1900-10-11,1900-11-11
40765,1001_00,1,3,1900-05-01,1900-06-01
40765,1001_00,1,4,1900-11-01,1900-11-21
40765,1001_00,1,1,1900-12-01,1900-04-21
75,070820_00,27,4,1900-05-01,1900-05-21
75,070820_00,27,1,1900-06-01,1900-07-21
75,070820_00,27,3,1900-08-01,1900-08-21
75,070820_00,47,4,1900-08-01,1900-08-21
75,070820_00,47,1,1900-09-01,1900-11-21
75,070820_00,47,3,1900-12-01,1900-12-21
75,1005,27,4,1900-05-01,1900-06-21
75,1005,27,1,1900-07-01,1900-07-21
75,1005,27,3,1900-08-01,1900-11-21
75,1005,47,3,1900-01-01,1900-02-21
75,1005,47,4,1900-09-01,1900-09-21
75,1005,61,3,1900-02-01,1900-02-21
75,1005,61,4,1900-12-01,1900-12-21
75,1006,27,4,1900-05-01,1900-06-21
75,1006,27,1,1900-07-01,1900-10-21
75,1006,27,3,1900-11-01,1900-01-21
75,1006,47,4,1900-01-01,1900-02-21
75,1006,47,3,1900-03-01,1900-04-21
75,100700,1,4,1900-06-01,1900-07-21
75,100700,1,1,1900-08-01,1900-11-21
75,100700,1,3,1900-12-01,1900-02-11
77,100300,1,4,1900-06-01,1900-08-11
77,100300,1,1,1900-08-21,1900-11-01
77,100300,1,3,1900-11-11,1900-12-21
77,1005,1,4,1900-06-01,1900-07-21
77,1005,1,1,1900-08-01,1900-10-21
77,1005,1,3,1900-11-01,1900-12-11
77,100820,1,4,1900-06-01,1900-07-21
77,100820,1,1,1900-08-01,1900-10-21
77,100820,1,3,1900-11-01,1900-12-21
77,100700,1,4,1900-06-01,1900-07-21
77,100700,1,1,1900-08-01,1900-10-21
77,100700,1,3,1900-11-01,1900-12-21
77,1001_00,1,4,1900-07-01,1900-07-21
77,1001_00,1,1,1900-08-01,1900-11-11
77,1001_00,1,3,1900-11-21,1900-12-21
78,10,64,3,1900-07-01,1900-08-11
78,10,64,4,1900-08-21,1900-10-21
78,10,64,1,1900-11-01,1900-06-21
78,10_01,55,4,1900-04-01,1900-05-21
78,10_01,55,1,1900-06-01,1900-07-21
78,10_01,55,3,1900-08-01,1900-09-21
78,1001_00,64,3,1900-07-11,1900-08-11
78,1001_00,64,4,1900-08-21,1900-10-01
78,1001_00,64,1,1900-10-11,1900-07-01
79,10,5,4,1900-02-01,1900-03-21
79,10,5,1,1900-04-01,1900-04-21
79,10,5,3,1900-05-01,1900-06-21
79,100300,30,4,1900-05-01,1900-06-21
79,100300,30,1,1900-07-01,1900-10-21
79,100300,30,3,1900-11-01,1900-12-21
79,1005,30,4,1900-03-01,1900-05-11
79,1005,30,1,1900-05-21,1900-09-21
79,1005,30,3,1900-10-01,1900-12-01
79,100820,30,4,1900-05-01,1900-06-21
79,100820,30,1,1900-07-01,1900-10-21
79,100820,30,3,1900-11-01,1900-01-11
79,100400,30,4,1900-04-11,1900-08-21
79,100400,30,1,1900-09-01,1900-09-21
79,100400,30,3,1900-10-01,1900-01-21
79,100700,30,4,1900-03-01,1900-05-11
79,100700,30,1,1900-05-21,1900-09-21
79,100700,30,3,1900-10-01,1900-12-01
79,100890_01,30,4,1900-05-01,1900-06-21
79,100890_01,30,1,1900-07-01,1900-10-21
79,100890_01,30,3,1900-11-01,1900-12-21
79,1001_00,30,4,1900-05-01,1900-06-21
79,1001_00,30,1,1900-07-01,1900-10-21
79,1001_00,30,3,1900-11-01,1900-12-21
86,1005,1,4,1900-01-11,1900-03-11
86,1005,1,1,1900-03-21,1900-04-01
86,1005,1,3,1900-04-11,1900-06-01
86,1006,1,3,1900-05-01,1900-10-11
86,1006,1,4,1900-11-11,1900-04-21
89,071410,1,4,1900-04-01,1900-08-21
89,071410,1,3,1900-09-01,1900-03-21
89,1005,27,4,1900-09-01,1900-10-21
89,1005,27,1,1900-11-01,1900-11-21
89,1005,27,3,1900-12-01,1900-01-21
89,1005,47,4,1900-01-01,1900-02-21
89,1005,47,1,1900-03-01,1900-04-21
89,071490_01,1,4,1900-02-01,1900-03-21
89,071490_01,1,1,1900-04-01,1900-06-21
90,1202_00,1,4,1900-06-01,1900-07-21
90,1202_00,1,1,1900-08-01,1900-10-21
90,1202_00,1,3,1900-11-01,1900-02-21
90,1005,1,4,1900-05-01,1900-07-21
90,1005,1,1,1900-08-01,1900-08-21
90,1005,1,3,1900-09-01,1900-10-21
90,100820,1,4,1900-06-01,1900-07-21
90,100820,1,1,1900-08-01,1900-09-21
90,100820,1,3,1900-10-01,1900-11-11
90,1006,1,4,1900-06-01,1900-07-21
90,1006,1,1,1900-08-01,1900-09-21
90,1006,1,3,1900-10-01,1900-11-21
90,100700,1,4,1900-06-01,1900-07-21
90,100700,1,1,1900-08-01,1900-09-21
90,100700,1,3,1900-10-01,1900-11-11
92,1005,1,4,1900-04-01,1900-06-21
92,1005,1,1,1900-07-01,1900-07-21
92,1005,1,3,1900-08-01,1900-09-21
92,1001_00,64,3,1900-07-01,1900-08-11
92,1001_00,64,4,1900-08-21,1900-10-21
92,1001_00,64,1,1900-11-01,1900-06-21
94,071410,6,4,1900-03-01,1900-05-21
94,071410,6,1,1900-06-01,1900-12-21
94,071410,7,3,1900-01-01,1900-06-21
94,1005,32,4,1900-06-01,1900-06-21
94,1005,32,1,1900-07-01,1900-07-21
94,1005,32,3,1900-08-01,1900-10-21
94,1005,47,4,1900-08-01,1900-09-21
94,1005,47,1,1900-10-01,1900-11-21
94,1005,47,3,1900-12-01,1900-01-21
94,1005,53,4,1900-03-01,1900-04-21
94,1005,53,1,1900-05-01,1900-07-21
94,1005,53,3,1900-08-01,1900-09-21
94,100820,1,4,1900-05-01,1900-07-21
94,100820,1,1,1900-08-01,1900-09-21
94,100820,1,3,1900-10-01,1900-11-21
94,1006,31,4,1900-05-01,1900-07-21
94,1006,31,1,1900-08-01,1900-09-21
94,1006,31,3,1900-10-01,1900-12-21
94,1006,52,4,1900-04-01,1900-05-21
94,1006,52,1,1900-06-01,1900-08-21
94,1006,52,3,1900-09-01,1900-10-21
94,100700,1,4,1900-05-01,1900-07-21
94,100700,1,1,1900-08-01,1900-09-21
94,100700,1,3,1900-10-01,1900-11-21
94,071490_01,1,4,1900-02-01,1900-03-21
94,071490_01,1,1,1900-04-01,1900-07-21
94,071490_01,1,3,1900-08-01,1900-12-21
103,1005,27,4,1900-04-01,1900-05-21
103,1005,27,1,1900-06-01,1900-07-21
103,1005,27,3,1900-08-01,1900-11-21
103,1005,47,4,1900-08-01,1900-09-21
103,1005,47,1,1900-10-01,1900-10-21
103,1005,47,3,1900-11-01,1900-02-21
103,071010,1,4,1900-06-01,1900-06-21
103,071010,1,1,1900-07-01,1900-09-01
103,071010,1,3,1900-09-11,1900-10-11
103,1006,1,4,1900-04-01,1900-06-21
103,1006,1,1,1900-07-01,1900-08-21
103,1006,1,3,1900-09-01,1900-10-21
103,100700,27,4,1900-04-01,1900-05-21
103,100700,27,1,1900-06-01,1900-07-21
103,100700,27,3,1900-08-01,1900-11-21
103,100700,47,4,1900-08-01,1900-09-21
103,100700,47,1,1900-10-01,1900-10-21
103,100700,47,3,1900-11-01,1900-02-21
103,1001_00,1,4,1900-04-11,1900-06-11
103,1001_00,1,1,1900-06-21,1900-09-01
103,1001_00,1,3,1900-09-11,1900-11-11
106,071410,6,4,1900-03-21,1900-06-21
106,071410,6,1,1900-07-01,1900-12-21
106,071410,7,3,1900-01-01,1900-07-21
106,1005,1,4,1900-05-01,1900-06-21
106,1005,1,1,1900-07-01,1900-09-21
106,1005,1,3,1900-10-01,1900-11-21
106,100820,1,4,1900-05-01,1900-06-21
106,100820,1,1,1900-07-01,1900-09-21
106,100820,1,3,1900-10-01,1900-11-21
106,1006,1,4,1900-05-01,1900-08-21
106,1006,1,1,1900-09-01,1900-09-21
106,1006,1,3,1900-10-01,1900-01-21
106,100700,1,4,1900-05-01,1900-06-21
106,100700,1,1,1900-07-01,1900-09-21
106,100700,1,3,1900-10-01,1900-11-21
106,071490_01,1,4,1900-03-01,1900-04-21
106,071490_01,1,1,1900-05-01,1900-07-21
106,071490_01,1,3,1900-08-01,1900-01-21
105,1005,1,4,1900-05-01,1900-06-21
105,1005,1,1,1900-07-01,1900-08-21
105,1005,1,3,1900-09-01,1900-10-21
105,100820,1,4,1900-05-01,1900-06-21
105,100820,1,1,1900-07-01,1900-08-21
105,100820,1,3,1900-09-01,1900-10-21
105,1006,1,4,1900-06-01,1900-08-21
105,1006,1,1,1900-09-01,1900-09-21
105,1006,1,3,1900-10-01,1900-01-21
105,100700,1,4,1900-05-01,1900-06-21
105,100700,1,1,1900-07-01,1900-08-21
105,100700,1,3,1900-09-01,1900-10-21
107,1005,1,4,1900-03-11,1900-04-01
107,1005,1,3,1900-04-11,1900-05-11
107,1006,1,4,1900-04-11,1900-05-11
107,1006,1,1,1900-05-21,1900-09-01
107,1006,1,3,1900-09-11,1900-11-11
107,120100_00,1,4,1900-06-11,1900-07-11
107,120100_00,1,1,1900-07-21,1900-11-01
107,120100_00,1,3,1900-11-11,1900-12-11
108,070820_00,27,4,1900-03-01,1900-04-21
108,070820_00,27,1,1900-05-01,1900-05-21
108,070820_00,27,3,1900-06-01,1900-06-21
108,070820_00,47,4,1900-07-01,1900-08-21
108,070820_00,47,1,1900-09-01,1900-09-21
108,070820_00,47,3,1900-10-01,1900-10-21
108,070820_00,61,1,1900-01-01,1900-01-21
108,070820_00,61,3,1900-02-01,1900-02-21
108,070820_00,61,4,1900-11-01,1900-12-21
108,1005,27,4,1900-03-01,1900-04-21
108,1005,27,1,1900-05-01,1900-05-21
108,1005,27,3,1900-06-01,1900-08-21
108,1005,47,4,1900-02-01,1900-03-21
108,1005,47,1,1900-04-01,1900-05-21
108,1005,47,3,1900-06-01,1900-07-21
108,1006,27,4,1900-02-01,1900-04-21
108,1006,27,1,1900-05-01,1900-05-21
108,1006,27,3,1900-06-01,1900-09-21
108,1006,47,4,1900-08-01,1900-09-21
108,1006,47,1,1900-10-01,1900-10-21
108,100700,1,4,1900-06-01,1900-09-21
108,100700,1,1,1900-10-01,1900-12-21
115,52,11,4,1900-06-01,1900-07-11
115,52,11,1,1900-07-21,1900-10-21
115,52,11,3,1900-11-01,1900-02-21
115,52,31,1,1900-06-11,1900-09-11
115,52,31,3,1900-09-21,1900-06-01
115,1202_00,24,4,1900-06-01,1900-07-21
115,1202_00,24,1,1900-08-01,1900-08-21
115,1202_00,24,3,1900-09-01,1900-12-11
115,1202_00,37,1,1900-01-01,1900-02-21
115,1202_00,37,3,1900-03-01,1900-04-21
115,1202_00,37,4,1900-09-21,1900-11-21
115,1005,1,4,1900-05-21,1900-07-11
115,1005,1,1,1900-07-21,1900-10-21
115,1005,1,3,1900-11-01,1900-01-21
115,100820,1,4,1900-05-21,1900-07-21
115,100820,1,1,1900-08-01,1900-10-21
115,100820,1,3,1900-11-01,1900-01-21
115,1205_00,1,1,1900-01-01,1900-03-11
115,1205_00,1,3,1900-03-21,1900-05-11
115,1205_00,1,4,1900-10-01,1900-12-11
115,1006,24,4,1900-05-21,1900-08-21
115,1006,24,1,1900-09-01,1900-09-11
115,1006,24,3,1900-09-21,1900-01-21
115,1006,37,3,1900-03-01,1900-05-11
115,1006,37,4,1900-11-01,1900-02-21
115,100700,24,4,1900-05-21,1900-07-21
115,100700,24,1,1900-08-01,1900-10-21
115,100700,24,3,1900-11-01,1900-01-21
115,100700,37,1,1900-01-01,1900-02-11
115,100700,37,3,1900-02-21,1900-05-01
115,100700,37,4,1900-09-21,1900-11-21
115,120100_00,1,4,1900-06-01,1900-07-21
115,120100_00,1,1,1900-08-01,1900-08-21
115,120100_00,1,3,1900-09-01,1900-12-11
115,1001_00,64,1,1900-01-01,1900-02-21
115,1001_00,64,3,1900-03-01,1900-05-11
115,1001_00,64,4,1900-10-01,1900-12-21
116,1005,13,4,1900-06-21,1900-08-11
116,1005,13,1,1900-08-21,1900-10-01
116,1005,13,3,1900-10-11,1900-12-01
116,1005,39,1,1900-01-01,1900-02-21
116,1005,39,3,1900-03-01,1900-04-21
116,1005,39,4,1900-11-01,1900-12-21
116,1005,40,1,1900-01-01,1900-02-21
116,1005,40,3,1900-03-01,1900-04-21
116,1006,27,1,1900-02-01,1900-02-21
116,1006,27,3,1900-03-01,1900-06-11
116,1006,27,4,1900-10-21,1900-01-21
116,1006,48,4,1900-07-01,1900-08-21
116,1006,48,1,1900-09-01,1900-10-11
116,1006,48,3,1900-10-21,1900-12-11
117,100300,1,1,1900-01-21,1900-02-21
117,100300,1,3,1900-03-01,1900-03-21
117,100300,1,4,1900-09-11,1900-01-11
117,071010,1,4,1900-05-11,1900-05-11
117,071010,1,1,1900-05-21,1900-09-01
117,071010,1,3,1900-09-11,1900-09-11
117,1006,1,4,1900-04-11,1900-04-11
117,1006,1,1,1900-04-21,1900-08-01
117,1006,1,3,1900-08-11,1900-08-11
117,1212_03,1,4,1900-02-11,1900-05-11
117,1212_03,1,1,1900-05-21,1900-09-01
117,1212_03,1,3,1900-09-11,1900-01-11
117,1001_00,1,3,1900-06-01,1900-07-11
117,1001_00,1,4,1900-09-01,1900-11-01
117,1001_00,1,1,1900-11-11,1900-05-21
118,100300,1,3,1900-04-11,1900-06-11
118,100300,1,4,1900-10-11,1900-12-11
118,100300,1,1,1900-12-21,1900-04-01
118,100820,1,4,1900-03-11,1900-05-11
118,100820,1,1,1900-05-21,1900-07-01
118,100820,1,3,1900-07-11,1900-09-11
118,071010,1,4,1900-02-01,1900-02-21
118,071010,1,1,1900-03-01,1900-05-21
118,071010,1,3,1900-06-01,1900-06-21
118,100700,1,4,1900-03-11,1900-05-11
118,100700,1,1,1900-05-21,1900-06-01
118,100700,1,3,1900-06-11,1900-09-11
118,1001_00,1,3,1900-05-11,1900-07-11
118,1001_00,1,4,1900-11-11,1900-12-11
118,1001_00,1,1,1900-12-21,1900-05-01
121,100300,1,3,1900-04-11,1900-06-11
121,100300,1,4,1900-11-11,1900-12-11
121,100300,1,1,1900-12-21,1900-04-01
121,071010,1,1,1900-03-21,1900-03-21
121,071010,1,3,1900-04-01,1900-08-21
121,071010,1,4,1900-12-11,1900-03-11
121,100700,1,4,1900-03-11,1900-04-01
121,100700,1,1,1900-04-11,1900-06-21
121,100700,1,3,1900-07-01,1900-08-21
121,1212_03,1,3,1900-05-11,1900-08-11
121,1212_03,1,4,1900-09-11,1900-10-11
121,1212_03,1,1,1900-10-21,1900-05-01
121,1001_00,1,3,1900-04-21,1900-05-21
121,1001_00,1,4,1900-10-21,1900-12-11
121,1001_00,1,1,1900-12-21,1900-04-11
126,071010,1,4,1900-03-01,1900-05-21
126,071010,1,3,1900-06-01,1900-10-01
126,1006,1,4,1900-05-11,1900-07-11
126,1006,1,1,1900-07-21,1900-09-11
126,1006,1,3,1900-09-21,1900-11-21
126,1001_00,1,3,1900-06-01,1900-07-11
126,1001_00,1,4,1900-09-21,1900-11-21
126,1001_00,1,1,1900-12-01,1900-05-21
130,100300,1,4,1900-05-11,1900-07-11
130,100300,1,1,1900-07-21,1900-09-11
130,100300,1,3,1900-09-21,1900-11-11
130,071010,1,4,1900-03-01,1900-05-21
130,071010,1,3,1900-06-01,1900-10-01
130,100700,1,3,1900-06-01,1900-07-11
130,100700,1,4,1900-09-21,1900-11-21
130,100700,1,1,1900-12-01,1900-05-21
130,1001_00,1,4,1900-02-11,1900-03-11
130,1001_00,1,1,1900-03-21,1900-05-21
130,1001_00,1,3,1900-06-01,1900-06-21
132,100300,55,4,1900-04-01,1900-05-21
132,100300,55,1,1900-06-01,1900-07-21
132,100300,55,3,1900-08-01,1900-09-21
132,10,1,4,1900-05-01,1900-06-21
132,10,1,1,1900-07-01,1900-08-21
132,10,1,3,1900-09-01,1900-10-21
132,52,1,4,1900-04-11,1900-05-11
132,52,1,1,1900-05-21,1900-09-11
132,52,1,3,1900-09-21,1900-11-11
132,1001_00,55,4,1900-05-01,1900-05-21
132,1001_00,55,1,1900-06-01,1900-08-01
132,1001_00,55,3,1900-08-11,1900-09-21
133,100300,26,4,1900-02-21,1900-04-11
133,100300,26,1,1900-04-21,1900-06-21
133,100300,26,3,1900-07-01,1900-01-21
133,100300,50,3,1900-03-01,1900-04-21
133,100300,50,4,1900-10-01,1900-11-21
133,100300,50,1,1900-12-01,1900-02-21
133,070820_00,26,4,1900-03-11,1900-04-21
133,070820_00,26,1,1900-05-01,1900-08-21
133,070820_00,26,3,1900-09-01,1900-10-21
133,070820_00,50,3,1900-03-01,1900-04-21
133,070820_00,50,4,1900-10-01,1900-11-21
133,070820_00,50,1,1900-12-01,1900-02-21
133,1005,26,4,1900-03-01,1900-04-21
133,1005,26,1,1900-05-01,1900-09-21
133,1005,26,3,1900-10-01,1900-11-21
133,1005,50,3,1900-03-01,1900-04-21
133,1005,50,4,1900-10-01,1900-11-21
133,1005,50,1,1900-12-01,1900-02-21
133,100820,26,4,1900-03-01,1900-04-11
133,100820,26,1,1900-04-21,1900-05-21
133,100820,26,3,1900-06-01,1900-10-21
133,100820,50,3,1900-03-01,1900-04-21
133,100820,50,4,1900-10-01,1900-11-21
133,100820,50,1,1900-12-01,1900-02-21
133,100700,26,4,1900-02-01,1900-04-21
133,100700,26,1,1900-05-01,1900-07-21
133,100700,26,3,1900-08-01,1900-09-21
133,100700,50,3,1900-03-01,1900-04-21
133,100700,50,4,1900-10-01,1900-11-21
133,100700,50,1,1900-12-01,1900-02-21
133,1001_00,26,4,1900-05-11,1900-06-21
133,1001_00,26,1,1900-07-01,1900-09-21
133,1001_00,26,3,1900-10-01,1900-11-21
67,100300,1,3,1900-06-11,1900-07-11
67,100300,1,4,1900-11-01,1900-11-21
67,100300,1,1,1900-12-01,1900-06-01
67,1005,1,4,1900-04-01,1900-05-01
67,1005,1,1,1900-05-11,1900-08-11
67,1005,1,3,1900-08-21,1900-10-01
67,100820,1,4,1900-06-01,1900-06-21
67,100820,1,1,1900-07-01,1900-09-11
67,100820,1,3,1900-09-21,1900-10-11
67,071010,1,4,1900-03-01,1900-04-01
67,071010,1,1,1900-04-11,1900-06-11
67,071010,1,3,1900-06-21,1900-07-11
67,1006,1,4,1900-04-11,1900-05-01
67,1006,1,1,1900-05-11,1900-09-01
67,1006,1,3,1900-09-11,1900-10-11
67,100700,1,4,1900-04-01,1900-05-21
67,100700,1,1,1900-06-01,1900-09-01
67,100700,1,3,1900-09-11,1900-10-11
67,071420,1,4,1900-03-11,1900-04-01
67,071420,1,1,1900-04-11,1900-08-01
67,071420,1,3,1900-08-11,1900-09-11
67,1001_00,1,3,1900-06-01,1900-06-21
67,1001_00,1,4,1900-10-01,1900-11-01
67,1001_00,1,1,1900-11-11,1900-05-21
202,100300,1,3,1900-06-11,1900-07-11
